"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"GLW00016504","2004-01","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0","1,E","5",",E","1",",E","0",",E","","","","","23","1,E","30","1,E","29","1,E","0","1,E","0","1,E","","","","","-39.2","1,E,24,","","","","","3.8",",,E,04,","9.8","1,E,26,","4281.2","E","1172.9","1,E","9.7",",,,E","","","-20.77","1,E","-16.43","1,,,E","-25.10","1,,,E","","","",""
"GLW00016504","2004-02","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","5",",E","2",",E","0",",E","","","","","21",",E","28",",E","23",",E","0",",E","0",",E","","","","","-35.9",",E,03,","","","","","7.2",",,E,17,","8.8",",E,26,","5288.2","E","1007.0",",E","14.5",",,,E","","","-16.39",",E","-10.58",",,,E","-22.20",",,,E","","","",""
"GLW00016504","2004-03","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0","1,E","7",",E","1",",E","0",",E","","","","","25","1,E","30","1,E","29","1,E","0","1,E","0","1,E","","","","","-35.7","1,E,09,","","","","","2.5",",,E,06,","1.2","1,E,23,","6440.9","E","1152.7","1,E","9.3",",,,E","","","-20.09","1,E","-14.50","1,,,E","-25.68","1,,,E","","","",""
"GLW00016504","2004-04","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0","1,E","6",",E","1",",E","0",",E","","","","","8","1,E","28","1,E","17","1,E","0","1,E","0","1,E","","","","","-25.6","1,E,10,","","","","","4.6",",,E,02,","12.6","1,E,28,","7195.2","E","754.3","1,E","11.0",",,,E","","","-7.68","1,E","-2.36","1,,,E","-13.00","1,,,E","","","",""
"GLW00016504","2004-05","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","4",",E","1",",E","0",",E","","","","","0",",E","7",",E","0",",E","0",",E","0",",E","","","","","-7.0",",E,05,","","","","","3.2",",,E,04,","20.1",",E,26,","7565.3","E","370.1",",E","7.5",",,,E","","","6.40",",E","11.80",",,,E","0.99",",,,E","","","",""
"GLW00016504","2004-06","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0","1,E","7",",E","5",",E","0",",E","","","","","0","1,E","0","1,E","0","1,E","0","1,E","0","1,E","","","","","3.9","1,E,16,+","","","","","14.0",",,E,17,","20.9","1,E,23,+","7767.5","E","202.2","1,E","41.2",",,,E","","","11.36","1,E","16.76","1,,,E","5.97","1,,,E","","","",""
"GLW00016504","2004-07","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","11",",E","4",",E","0",",E","","","","","0",",E","0",",E","0",",E","0",",E","0",",E","","","","","1.2",",E,27,","","","","","15.0",",,E,26,","19.8",",E,17,","251.1","E","251.1",",E","37.7",",,,E","","","10.23",",E","15.17",",,,E","5.30",",,,E","","","",""
"GLW00016504","2004-08","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0","2,E","12",",E","5",",E","0",",E","","","","","0","2,E","1","2,E","0","2,E","0","2,E","0","2,E","","","","","-2.3","2,E,29,","","","","","5.5",",,E,27,","18.6","2,E,14,","510.5","E","259.4","2,E","26.7",",,,E","","","9.39","2,E","14.72","2,,,E","4.06","2,,,E","","","",""
"GLW00016504","2004-09","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0","1,E","9",",E","4",",E","0",",E","","","","","0","1,E","15","1,E","1","1,E","0","1,E","0","1,E","","","","","-8.6","1,E,22,","","","","","8.2",",,E,19,","15.0","1,E,07,","944.0","E","433.5","1,E","25.3",",,,E","","","3.38","1,E","7.55","1,,,E","-0.78","1,,,E","","","",""
"GLW00016504","2004-10","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","3",",E","1",",E","0",",E","","","","","0",",E","27",",E","7",",E","0",",E","0",",E","","","","","-14.8",",E,11,","","","","","5.9",",,E,09,","12.8",",E,07,","1537.7","E","593.7",",E","8.8",",,,E","","","-0.82",",E","3.08",",,,E","-4.72",",,,E","","","",""
"GLW00016504","2004-11","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","11",",E","4",",E","0",",E","","","","","8",",E","30",",E","24",",E","0",",E","0",",E","","","","","-23.8",",E,16,","","","","","11.5",",,E,10,","3.1",",E,30,","2363.7","E","826.0",",E","40.8",",,,E","","","-9.20",",E","-4.83",",,,E","-13.58",",,,E","","","",""
"GLW00016504","2004-12","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","12",",E","2",",E","0",",E","","","","","25",",E","31",",E","30",",E","0",",E","0",",E","","","","","-37.3",",E,23,","","","","","11.0",",,E,02,","0.8",",E,01,","3544.7","E","1181.0",",E","23.1",",,,E","","","-19.76",",E","-14.65",",,,E","-24.87",",,,E","","","",""
"GLW00016504","2005-01","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0","2,E","4",",E","1",",E","0",",E","","","","","22","2,E","29","2,E","25","1,E","0","1,E","0","1,E","","","","","-35.9","2,E,20,","","","","","6.3",",,E,24,","9.8","1,E,26,","4628.5","E","1083.8","1,E","9.4",",,,E","","","-19.11","2,E","-14.19","1,,,E","-24.03","2,,,E","","","",""
"GLW00016504","2005-02","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","7",",E","0",",E","0",",E","","","","","15",",E","27",",E","16",",E","0",",E","0",",E","","","","","-30.4",",E,09,","","","","","1.2",",,E,14,","13.9",",E,19,","5405.9","E","777.4",",E","6.1",",,,E","","","-9.43",",E","-3.40",",,,E","-15.46",",,,E","","","",""
"GLW00016504","2005-03","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0","1,E","1",",E","0",",E","0",",E","","","","","2","1,E","27","1,E","11","1,E","0","1,E","0","1,E","","","","","-19.1","1,E,24,","","","","","2.0",",,E,03,","11.7","1,E,06,","6054.5","E","648.6","1,E","2.5",",,,E","","","-3.29","1,E","1.82","1,,,E","-8.40","1,,,E","","","",""
"GLW00016504","2005-04","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","10",",E","7",",E","0",",E","","","","","1",",E","29",",E","17",",E","0",",E","0",",E","","","","","-20.0",",E,18,","","","","","13.2",",,E,13,","7.2",",E,22,","6736.6","E","682.1",",E","45.6",",,,E","","","-4.40",",E","-0.49",",,,E","-8.32",",,,E","","","",""
"GLW00016504","2005-05","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0","1,E","10",",E","5",",E","0",",E","","","","","0","1,E","14","1,E","2","1,E","0","1,E","0","1,E","","","","","-15.7","1,E,02,","","","","","16.9",",,E,14,","14.9","1,E,23,","7193.2","E","456.6","1,E","52.1",",,,E","","","3.11","1,E","7.30","1,,,E","-1.07","1,,,E","","","",""
"GLW00016504","2005-06","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","3",",E","1",",E","0",",E","","","","","0",",E","0",",E","0",",E","1",",E","0",",E","","","","","2.3",",E,03,","","","","","9.4",",,E,29,","21.4",",E,12,","7420.5","E","227.3",",E","12.0",",,,E","","","10.76",",E","15.91",",,,E","5.60",",,,E","","","",""
"GLW00016504","2005-07","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","15",",E","8",",E","0",",E","","","","","0",",E","0",",E","0",",E","0",",E","0",",E","","","","","3.0",",E,02,","","","","","24.2",",,E,07,","20.7",",E,20,","211.2","E","211.2",",E","80.8",",,,E","","","11.52",",E","16.68",",,,E","6.36",",,,E","","","",""
"GLW00016504","2005-08","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","9",",E","2",",E","0",",E","","","","","0",",E","0",",E","0",",E","0",",E","0",",E","","","","","0.3",",E,28,","","","","","6.5",",,E,24,","20.2",",E,07,","494.3","E","283.1",",E","16.1",",,,E","","","9.20",",E","14.19",",,,E","4.21",",,,E","","","",""
"GLW00016504","2005-09","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0","1,E","6",",E","1",",E","0",",E","","","","","0","1,E","20","1,E","2","1,E","0","1,E","0","1,E","","","","","-12.1","1,E,30,","","","","","7.0",",,E,18,","11.8","1,E,16,","960.3","E","466.0","1,E","14.9",",,,E","","","2.26","1,E","6.49","1,,,E","-1.96","1,,,E","","","",""
"GLW00016504","2005-10","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","8",",E","1",",E","0",",E","","","","","1",",E","29",",E","20",",E","0",",E","0",",E","","","","","-18.3",",E,27,","","","","","5.0",",,E,14,","10.3",",E,01,","1717.9","E","757.6",",E","13.6",",,,E","","","-6.10",",E","-1.87",",,,E","-10.34",",,,E","","","",""
"GLW00016504","2005-11","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","6",",E","3",",E","0",",E","","","","","7",",E","27",",E","20",",E","0",",E","0",",E","","","","","-23.6",",E,12,","","","","","8.0",",,E,13,","15.8",",E,26,","2466.5","E","748.6",",E","19.6",",,,E","","","-6.62",",E","-2.23",",,,E","-11.01",",,,E","","","",""
"GLW00016504","2005-12","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","3",",E","1",",E","0",",E","","","","","14",",E","31",",E","26",",E","0",",E","0",",E","","","","","-32.7",",E,31,","","","","","4.8",",,E,06,","7.2",",E,08,","3454.1","E","987.6",",E","6.2",",,,E","","","-13.53",",E","-9.08",",,,E","-17.97",",,,E","","","",""
"GLW00016504","2006-01","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","11",",E","3",",E","0",",E","","","","","29",",E","31",",E","31",",E","0",",E","0",",E","","","","","-40.4",",E,18,","","","","","9.0",",,E,23,","-4.4",",E,21,","4752.8","E","1298.7",",E","26.8",",,,E","","","-23.56",",E","-19.35",",,,E","-27.77",",,,E","","","",""
"GLW00016504","2006-02","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","2",",E","1",",E","0",",E","","","","","19",",E","27",",E","21",",E","0",",E","0",",E","","","","","-37.0",",E,02,","","","","","2.9",",,E,10,","9.1",",E,28,","5756.6","E","1003.8",",E","4.1",",,,E","","","-17.52",",E","-11.90",",,,E","-23.14",",,,E","","","",""
"GLW00016504","2006-03","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","0",",E","0",",E","0",",E","","","","","10",",E","31",",E","21",",E","0",",E","0",",E","","","","","-25.9",",E,10,","","","","","0.1",",,E,06,","9.7",",E,01,","6603.8","E","847.2",",E","0.1",",,,E","","","-9.00",",E","-4.34",",,,E","-13.65",",,,E","","","",""
"GLW00016504","2006-04","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","12",",E","3",",E","0",",E","","","","","2",",E","29",",E","14",",E","0",",E","0",",E","","","","","-19.4",",E,25,","","","","","8.0",",,E,28,","6.3",",E,28,","7312.0","E","708.2",",E","24.7",",,,E","","","-5.27",",E","-1.12",",,,E","-9.42",",,,E","","","",""
"GLW00016504","2006-05","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","5",",E","3",",E","1",",E","","","","","0",",E","11",",E","2",",E","0",",E","0",",E","","","","","-6.9",",E,04,","","","","","28.0",",,E,13,","16.7",",E,31,+","7708.4","E","396.4",",E","40.4",",,,E","","","5.55",",E","10.58",",,,E","0.51",",,,E","","","",""
"GLW00016504","2006-06","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","10",",E","6",",E","0",",E","","","","","0",",E","1",",E","0",",E","0",",E","0",",E","","","","","-0.5",",E,11,","","","","","15.0",",,E,14,","19.8",",E,24,","7990.2","E","281.8",",E","50.0",",,,E","","","8.94",",E","13.51",",,,E","4.37",",,,E","","","",""
"GLW00016504","2006-07","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","7",",E","0",",E","0",",E","","","","","0",",E","0",",E","0",",E","0",",E","0",",E","","","","","0.9",",E,04,","","","","","2.0",",,E,22,+","21.0",",E,22,","218.9","E","218.9",",E","9.4",",,,E","","","11.27",",E","16.98",",,,E","5.56",",,,E","","","",""
"GLW00016504","2006-08","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0","1,E","9",",E","6",",E","0",",E","","","","","0","1,E","0","1,E","0","1,E","1","1,E","0","1,E","","","","","0.1","1,E,27,","","","","","8.0",",,E,23,","21.6","1,E,15,","461.9","E","243.0","1,E","33.9",",,,E","","","10.23","1,E","15.64","1,,,E","4.82","1,,,E","","","",""
"GLW00016504","2006-09","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","8",",E","5",",E","0",",E","","","","","0",",E","11",",E","0",",E","0",",E","0",",E","","","","","-5.4",",E,08,","","","","","7.7",",,E,30,","15.2",",E,05,","841.3","E","379.4",",E","25.1",",,,E","","","5.69",",E","10.27",",,,E","1.10",",,,E","","","",""
"GLW00016504","2006-10","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0","2,E","2",",E","1",",E","0",",E","","","","","0","2,E","25","2,E","12","2,E","0","2,E","0","2,E","","","","","-16.5","2,E,27,","","","","","8.5",",,E,01,","12.2","2,E,02,","1458.8","E","617.5","2,E","9.4",",,,E","","","-2.96","2,E","1.09","2,,,E","-7.01","2,,,E","","","",""
"GLW00016504","2006-11","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0","1,E","2",",E","0",",E","0",",E","","","","","19","1,E","27","1,E","24","1,E","0","1,E","0","1,E","","","","","-28.4","1,E,29,","","","","","0.5",",,E,19,","10.9","1,E,01,","2408.4","E","949.6","1,E","1.5",",,,E","","","-14.41","1,E","-10.29","1,,,E","-18.53","1,,,E","","","",""
"GLW00016504","2006-12","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0","1,E","15",",E","4",",E","0",",E","","","","","21","1,E","30","1,E","27",",E","0",",E","0",",E","","","","","-35.5","1,E,21,","","","","","5.2",",,E,30,","2.9",",E,17,","3473.2","E","1064.8",",E","28.0",",,,E","","","-17.19","1,E","-13.14",",,,E","-21.24","1,,,E","","","",""
"GLW00016504","2007-01","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0","2,E","9",",E","3",",E","0",",E","","","","","19","2,E","28","2,E","27","1,E","0","1,E","0","1,E","","","","","-40.8","2,E,13,","","","","","4.4",",,E,05,","10.8","1,E,23,","4498.6","E","1025.4","1,E","16.4",",,,E","","","-16.85","2,E","-11.93","1,,,E","-21.77","2,,,E","","","",""
"GLW00016504","2007-02","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","3",",E","0",",E","0",",E","","","","","12",",E","27",",E","17",",E","0",",E","0",",E","","","","","-30.7",",E,04,","","","","","0.6",",,E,28,+","7.4",",E,19,","5270.2","E","771.6",",E","1.8",",,,E","","","-9.22",",E","-3.84",",,,E","-14.61",",,,E","","","",""
"GLW00016504","2007-03","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","4",",E","1",",E","0",",E","","","","","20",",E","31",",E","26",",E","0",",E","0",",E","","","","","-29.8",",E,04,","","","","","2.7",",,E,12,","13.7",",E,20,","6252.6","E","982.4",",E","3.9",",,,E","","","-13.36",",E","-7.95",",,,E","-18.76",",,,E","","","",""
"GLW00016504","2007-04","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","4",",E","4",",E","0",",E","","","","","10",",E","30",",E","21",",E","0",",E","0",",E","","","","","-26.6",",E,08,","","","","","8.2",",,E,02,","9.4",",E,27,+","7073.5","E","820.9",",E","20.4",",,,E","","","-9.03",",E","-4.27",",,,E","-13.79",",,,E","","","",""
"GLW00016504","2007-05","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","5",",E","1",",E","0",",E","","","","","0",",E","22",",E","0",",E","0",",E","0",",E","","","","","-8.4",",E,20,","","","","","4.0",",,E,02,","14.4",",E,29,","7548.4","E","474.9",",E","7.8",",,,E","","","3.01",",E","7.55",",,,E","-1.52",",,,E","","","",""
"GLW00016504","2007-06","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","6",",E","5",",E","0",",E","","","","","0",",E","0",",E","0",",E","1",",E","0",",E","","","","","0.3",",E,01,","","","","","10.0",",,E,09,","21.2",",E,25,","7759.4","E","211.0",",E","27.9",",,,E","","","11.30",",E","17.03",",,,E","5.57",",,,E","","","",""
"GLW00016504","2007-07","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","8",",E","8",",E","1",",E","","","","","0",",E","0",",E","0",",E","4",",E","0",",E","","","","","2.7",",E,02,","","","","","34.0",",,E,26,","21.9",",E,09,","198.6","E","198.6",",E","84.9",",,,E","","","11.93",",E","17.65",",,,E","6.20",",,,E","","","",""
"GLW00016504","2007-08","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0","1,E","10",",E","5",",E","0",",E","","","","","0","1,E","0","1,E","0","1,E","0","1,E","0","1,E","","","","","0.6","1,E,20,","","","","","23.0",",,E,31,","20.0","1,E,13,","446.4","E","247.8","1,E","69.6",",,,E","","","10.07","1,E","15.57","1,,,E","4.57","1,,,E","","","",""
"GLW00016504","2007-09","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","9",",E","4",",E","0",",E","","","","","0",",E","19",",E","3",",E","0",",E","0",",E","","","","","-15.4",",E,30,","","","","","7.3",",,E,26,","13.3",",E,03,","917.1","E","470.7",",E","28.2",",,,E","","","2.64",",E","6.88",",,,E","-1.60",",,,E","","","",""
"GLW00016504","2007-10","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","6",",E","3",",E","0",",E","","","","","7",",E","30",",E","16",",E","0",",E","0",",E","","","","","-27.4",",E,30,","","","","","8.8",",,E,19,","7.7",",E,17,","1698.9","E","781.8",",E","20.8",",,,E","","","-6.89",",E","-2.95",",,,E","-10.83",",,,E","","","",""
"GLW00016504","2007-11","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","9",",E","5",",E","0",",E","","","","","10",",E","30",",E","24",",E","0",",E","0",",E","","","","","-31.1",",E,29,","","","","","16.0",",,E,26,","13.6",",E,18,","2585.7","E","886.8",",E","37.2",",,,E","","","-11.23",",E","-6.68",",,,E","-15.78",",,,E","","","",""
"GLW00016504","2007-12","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","9",",E","1",",E","0",",E","","","","","23",",E","31",",E","29",",E","0",",E","0",",E","","","","","-35.5",",E,30,","","","","","4.1",",,E,20,","1.0",",E,10,","3700.1","E","1114.4",",E","13.4",",,,E","","","-17.61",",E","-12.84",",,,E","-22.39",",,,E","","","",""
"GLW00016504","2008-01","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0","2,E","4",",E","1",",E","0",",E","","","","","25","2,E","29","2,E","27","2,E","0","2,E","0","2,E","","","","","-39.8","2,E,04,","","","","","3.3",",,E,05,","2.7","2,E,21,","4885.9","E","1185.8","2,E","5.9",",,,E","","","-22.56","2,E","-18.53","2,,,E","-26.58","2,,,E","","","",""
"GLW00016504","2008-02","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","7",",E","3",",E","0",",E","","","","","23",",E","29",",E","29",",E","0",",E","0",",E","","","","","-46.8",",E,10,","","","","","5.0",",,E,03,","-0.2",",E,17,","6078.9","E","1193.0",",E","14.6",",,,E","","","-22.81",",E","-17.60",",,,E","-28.01",",,,E","","","",""
"GLW00016504","2008-03","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0","1,E","5",",E","0",",E","0",",E","","","","","17","1,E","30","1,E","24","1,E","0","1,E","0","1,E","","","","","-37.6","1,E,09,","","","","","1.6",",,E,23,","5.1","1,E,17,","7076.3","E","997.4","1,E","5.8",",,,E","","","-14.92","1,E","-9.65","1,,,E","-20.18","1,,,E","","","",""
"GLW00016504","2008-04","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","4",",E","2",",E","0",",E","","","","","1",",E","28",",E","11",",E","0",",E","0",",E","","","","","-21.3",",E,01,","","","","","9.2",",,E,30,","10.0",",E,29,","7721.0","E","644.7",",E","15.7",",,,E","","","-3.16",",E","1.16",",,,E","-7.47",",,,E","","","",""
"GLW00016504","2008-05","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","5",",E","4",",E","0",",E","","","","","0",",E","11",",E","0",",E","0",",E","0",",E","","","","","-5.1",",E,22,","","","","","16.0",",,E,20,","16.1",",E,30,","8102.2","E","381.2",",E","34.6",",,,E","","","6.04",",E","11.16",",,,E","0.91",",,,E","","","",""
"GLW00016504","2008-06","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","3",",E","1",",E","0",",E","","","","","0",",E","0",",E","0",",E","1",",E","0",",E","","","","","0.9",",E,03,","","","","","3.0",",,E,28,","25.2",",E,13,","8319.4","E","217.2",",E","5.8",",,,E","","","11.09",",E","17.30",",,,E","4.89",",,,E","","","",""
"GLW00016504","2008-07","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","4",",E","2",",E","0",",E","","","","","0",",E","1",",E","0",",E","0",",E","0",",E","","","","","-0.6",",E,23,","","","","","10.0",",,E,21,","21.0",",E,30,+","194.3","E","194.3",",E","18.8",",,,E","","","12.07",",E","18.39",",,,E","5.75",",,,E","","","",""
"GLW00016504","2008-08","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0","1,E","13",",E","8",",E","1",",E","","","","","0","1,E","2","1,E","0","1,E","0","1,E","0","1,E","","","","","-2.3","1,E,30,","","","","","36.0",",,E,14,","19.5","1,E,02,","488.4","E","294.1","1,E","81.6",",,,E","","","8.53","1,E","13.61","1,,,E","3.45","1,,,E","","","",""
"GLW00016504","2008-09","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","13",",E","6",",E","0",",E","","","","","0",",E","14",",E","1",",E","0",",E","0",",E","","","","","-8.7",",E,24,","","","","","22.0",",,E,06,","15.4",",E,02,","922.9","E","434.5",",E","63.5",",,,E","","","3.85",",E","7.64",",,,E","0.06",",,,E","","","",""
"GLW00016504","2008-10","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","14",",E","3",",E","0",",E","","","","","2",",E","28",",E","16",",E","0",",E","0",",E","","","","","-19.4",",E,22,","","","","","7.0",",,E,21,","15.3",",E,30,","1616.5","E","693.6",",E","22.8",",,,E","","","-4.04",",E","0.18",",,,E","-8.27",",,,E","","","",""
"GLW00016504","2008-11","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0","1,E","13",",E","4",",E","0",",E","","","","","9","1,E","28","1,E","21","1,E","0","1,E","0","1,E","","","","","-24.3","1,E,27,","","","","","6.0",",,E,21,","6.1","1,E,30,","2421.1","E","804.6","1,E","27.5",",,,E","","","-9.41","1,E","-5.26","1,,,E","-13.56","1,,,E","","","",""
"GLW00016504","2008-12","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0","1,E","10",",E","1",",E","0",",E","","","","","16","1,E","30","1,E","26","1,E","0","1,E","0","1,E","","","","","-34.9","1,E,20,","","","","","2.8",",,E,23,","5.2","1,E,10,","3432.6","E","1011.5","1,E","10.0",",,,E","","","-15.38","1,E","-10.88","1,,,E","-19.89","1,,,E","","","",""
"GLW00016504","2009-01","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","4",",E","1",",E","0",",E","","","","","16",",E","31",",E","27",",E","0",",E","0",",E","","","","","-36.2",",E,16,","","","","","4.3",",,E,10,","6.2",",E,06,","4472.9","E","1040.3",",E","7.4",",,,E","","","-15.22",",E","-10.15",",,,E","-20.30",",,,E","","","",""
"GLW00016504","2009-02","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","3",",E","0",",E","0",",E","","","","","16",",E","27",",E","18",",E","0",",E","0",",E","","","","","-34.4",",E,22,","","","","","0.6",",,E,17,","7.5",",E,04,","5367.9","E","895.0",",E","2.0",",,,E","","","-13.63",",E","-8.66",",,,E","-18.60",",,,E","","","",""
"GLW00016504","2009-03","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","2",",E","0",",E","0",",E","","","","","28",",E","31",",E","30",",E","0",",E","0",",E","","","","","-35.0",",E,06,","","","","","1.6",",,E,28,","0.8",",E,27,","6530.9","E","1163.0",",E","2.7",",,,E","","","-19.18",",E","-12.98",",,,E","-25.38",",,,E","","","",""
"GLW00016504","2009-04","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","3",",E","1",",E","0",",E","","","","","2",",E","30",",E","19",",E","0",",E","0",",E","","","","","-22.4",",E,09,","","","","","4.0",",,E,16,","8.2",",E,25,","7279.5","E","748.6",",E","6.1",",,,E","","","-6.62",",E","-1.78",",,,E","-11.46",",,,E","","","",""
"GLW00016504","2009-05","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","1",",E","0",",E","0",",E","","","","","0",",E","16",",E","4",",E","0",",E","0",",E","","","","","-9.8",",E,12,","","","","","0.8",",,E,08,","16.2",",E,23,","7741.6","E","462.1",",E","1.0",",,,E","","","3.43",",E","8.25",",,,E","-1.39",",,,E","","","",""
"GLW00016504","2009-06","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0","2,E","9",",E","1",",E","0",",E","","","","","0","2,E","0","2,E","0","1,E","1","1,E","0","1,E","","","","","0.9","2,E,10,","","","","","3.0",",,E,21,","23.1","1,E,05,","7961.2","E","219.6","1,E","12.3",",,,E","","","10.51","2,E","16.11","1,,,E","4.91","2,,,E","","","",""
"GLW00016504","2009-07","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","8",",E","3",",E","0",",E","","","","","0",",E","0",",E","0",",E","1",",E","0",",E","","","","","1.1",",E,29,","","","","","9.2",",,E,01,","21.2",",E,11,","217.1","E","217.1",",E","22.2",",,,E","","","11.33",",E","17.84",",,,E","4.82",",,,E","","","",""
"GLW00016504","2009-08","67.01667","-50.8","50.3","SONDRESTROM, GL","0.0","E","0.0",",E","4",",E","3",",E","0",",E","","","","","0",",E","0",",E","0",",E","0",",E","0",",E","","","","","0.1",",E,27,","","","","","18.0",",,E,20,","19.3",",E,12,","488.9","E","271.8",",E","25.2",",,,E","","","9.56",",E","16.19",",,,E","2.94",",,,E","","","",""
