"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00023293","2012-04","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.5",",W","15.8","X","15.8",",X","7",",X","4",",X","0",",X","","","","","0",",X","0",",X","0",",X","14",",X","1",",X","6","","","","","","3.3",",X,06,","","","","","20.8",",,X,12,","32.8",",X,21,","1210.0","X","103.6",",X","47.7",",,,X","","","15.41",",X","21.20",",,,X","9.62",",,,X","","","180",",X","180",",X","11.2",",X","15.6",",X"
"USW00023293","2012-05","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.4",",W","34.2","X","18.4",",X","0",",X","0",",X","0",",X","","","","","0",",X","0",",X","0",",X","22",",X","1",",X","","","","","","","7.8",",X,02,","","","","","0.0",",T,X,04,+","32.2",",X,11,","1255.4","X","45.4",",X","0.0",",T,,X","","","17.46",",X","23.79",",,,X","11.13",",,,X","","","300",",X","320",",X","11.2",",X","14.8",",X"
"USW00023293","2012-06","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.7",",W","81.4","X","47.2",",X","1",",X","1",",X","0",",X","","","","","0",",X","0",",X","0",",X","27",",X","4",",X","1","","","","","","9.4",",X,09,","","","","","3.8",",,X,04,","36.7",",X,16,","1277.6","X","22.2",",X","3.8",",,,X","","","19.17",",X","25.92",",,,X","12.41",",,,X","","","300",",X","330",",X","10.7",",X","13.4",",X"
"USW00023293","2012-07","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.4",",W","142.6","X","61.2",",X","0",",X","0",",X","0",",X","","","","","0",",X","0",",X","0",",X","31",",X","1",",X","","","","","","","12.2",",X,15,+","","","","","0.0",",,X,31,+","33.3",",X,21,","1.2","X","1.2",",X","0.0",",,,X","","","20.27",",X","26.59",",,,X","13.95",",,,X","","","120",",X","130",",X","9.4",",X","12.5",",X"
"USW00023293","2012-08","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","2.9",",X","205.7","X","63.1",",X","0",",X","0",",X","0",",X","","","","","0",",X","0",",X","0",",X","30",",X","1",",X","","","","","","","12.2",",X,03,","","","","","0.0",",,X,31,+","32.2",",X,09,","3.5","X","2.3",",X","0.0",",,,X","","","20.30",",X","26.65",",,,X","13.94",",,,X","","","320",",X","330",",X","9.8",",X","11.2",",X"
"USW00023293","2012-09","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","2.4",",X","229.8","X","24.1",",X","1",",X","0",",X","0",",X","","","","","0",",X","0",",X","0",",X","28",",X","1",",X","","","","","1","","10.0",",X,24,+","","","","","0.3",",,X,06,","32.2",",X,30,","16.8","X","13.3",",X","0.3",",,,X","","","18.70",",X","25.20",",,,X","12.19",",,,X","","","300",",X","90","1,X","8.0",",X","11.6","1,X"
"USW00023293","2012-10","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","2.4",",X","","","","","8",",X","1",",X","0",",X","","","","","","","","","","","","","","","5","","","","","","","","","","","","2.8",",,X,22,","","","","","","","8.9",",,,X","","","","","","","","","","","140",",X","130",",X","11.2",",X","14.8",",X"
"USW00023293","2012-11","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","2.3",",X","","","2.3",",X","9",",X","7",",X","1",",X","","","","","0",",X","0",",X","0",",X","6",",X","0",",X","11","","1","","","","3.3",",X,11,","","","","","29.0",",,X,30,","28.9",",X,05,","","","129.2",",X","65.6",",,,X","","","14.10",",X","19.54",",,,X","8.66",",,,X","","","110",",X","110",",X","13.4",",X","19.2",",X"
"USW00023293","2012-12","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","2.8",",X","","","0.0",",X","14",",X","10",",X","1",",X","","","","","0",",X","1",",X","0",",X","0",",X","0",",X","13","","","","1","","0.0",",X,19,","","","","","29.7",",,X,23,","20.6",",X,05,","","","248.3",",X","107.7",",,,X","","","10.32",",X","14.45",",,,X","6.20",",,,X","","","270",",X","280",",X","11.2",",X","15.6",",X"
"USW00023293","2013-01","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","1.4",",X","0.0","W","0.0",",X","8",",X","2",",X","0",",X","","","","","0",",X","7",",X","0",",X","0",",X","0",",X","6","","2","","","","-3.3",",X,13,","","","","","9.4",",,X,24,","18.9",",X,31,+","","","298.1",",X","17.7",",,,X","","","8.72",",X","14.51",",,,X","2.92",",,,X","","","300",",X","270","1,X","9.8",",X","14.3","1,X"
"USW00023293","2013-02","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","2.1",",X","0.0","W","0.0","1,X","4",",X","1",",X","0",",X","","","","","0","1,X","1","1,X","0","1,X","2","1,X","0","1,X","4","","","","","","-0.6","1,X,09,","","","","","6.4",",,X,19,","22.8","1,X,14,","","","224.3","1,X","9.5",",,,X","","","10.03","1,X","16.23","1,,,X","3.82","1,,,X","","","290",",X","310","2,X","9.8",",X","13.0","2,X"
"USW00023293","2013-03","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","2.5",",X","0.3","W","0.3",",X","9",",X","1",",X","0",",X","","","","","0",",X","0",",X","0",",X","12",",X","0",",X","7","","1","","","","3.9",",X,10,","","","","","12.7",",,X,07,","25.6",",X,29,","","","143.7",",X","22.3",",,,X","","","13.71",",X","19.43",",,,X","7.99",",,,X","","","150",",X","170",",X","13.4",",X","17.0",",X"
"USW00023293","2013-04","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.4",",W","12.1","W","11.8",",W","3",",W","1",",W","0",",W","","","","","0",",W","0",",W","0",",W","15",",W","0",",W","3","","","","","","5.6",",W,16,","","","","","3.8",",,W,04,","31.1",",W,29,","","","69.6",",W","6.6",",,,W","","","16.40",",W","22.87",",,,W","9.94",",,,W","","","280",",W","280",",W","13.9",",W","20.6",",W"
"USW00023293","2013-05","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.6",",W","34.9","W","22.8",",W","1",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","23",",W","2",",W","","","","","","","7.2",",W,24,","","","","","0.3",",,W,16,","33.3",",W,02,","","","46.1",",W","0.3",",,,W","","","17.58",",W","23.80",",,,W","11.37",",,,W","","","170",",W","170",",W","12.5",",W","16.5",",W"
"USW00023293","2013-06","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.4",",W","90.8","W","55.9",",W","1",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","29",",W","2",",W","","","","","","","10.6",",W,13,","","","","","1.0",",,W,24,","35.6",",W,29,","","","7.8",",W","1.0",",,,W","","","19.94",",W","26.15",",,,W","13.72",",,,W","","","320",",W","310",",W","11.2",",W","13.9",",W"
"USW00023293","2013-07","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.2",",W","157.7","W","66.9",",W","0",",W","0",",W","0",",W","","","0",",W","0",",W","0",",W","0",",W","31",",W","4",",W","1","","","","","","11.7",",W,12,","","","0",",,W,31,+","0.0",",T,W,23,","33.3",",W,02,+","0.3","W","0.3",",W","0.0",",T,,W","0",",,,W","20.48",",W","26.85",",,,W","14.12",",,,W","","","300",",W","290","1,W","9.4",",W","10.7","1,W"
"USW00023293","2013-08","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.1",",W","225.5","W","67.8",",W","0",",W","0",",W","0",",W","","","0",",W","0",",W","0",",W","0",",W","31",",W","1",",W","1","","","","1","","11.7",",W,03,","","","0",",,W,31,+","0.0",",,W,31,+","32.8",",W,18,","0.9","W","0.6",",W","0.0",",,,W","0",",,,W","20.50",",W","26.02",",,,W","14.98",",,,W","","","320",",W","250",",W","9.8",",W","13.4",",W"
"USW00023293","2013-09","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.2",",W","284.1","W","58.6",",W","1",",W","1",",W","0",",W","","","","","0",",W","0",",W","0",",W","30",",W","1",",W","1","","","","","","9.4",",W,27,","","","","","16.8",",,W,21,","35.0",",W,07,","6.7","W","5.8",",W","16.8",",,,W","","","20.09",",W","26.13",",,,W","14.06",",,,W","","","310",",W","300",",W","11.2",",W","13.4",",W"
"USW00023293","2013-10","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","2.1",",W","291.0","W","6.9",",W","0",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","22",",W","0",",W","","","","","","","6.7",",W,31,+","","","","","0.0",",,W,31,+","29.4",",W,05,","74.7","W","68.0",",W","0.0",",,,W","","","16.36",",W","22.92",",,,W","9.80",",,,W","","","270",",W","270","3,W","12.5",",W","15.7","3,W"
"USW00023293","2013-11","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","1.8",",W","291.0","W","0.0",",W","3",",W","2",",W","0",",W","","","","","0",",W","0",",W","0",",W","9",",W","0",",W","3","","","","","","4.4",",W,25,+","","","","","11.9",",,W,20,","25.0",",W,09,+","219.6","W","144.9",",W","19.6",",,,W","","","13.50",",W","19.68",",,,W","7.33",",,,W","","","290",",W","290",",W","10.3",",W","13.0",",W"
"USW00023293","2013-12","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","1.3",",W","291.0","W","0.0",",W","2",",W","0",",W","0",",W","","","","","0",",W","8",",W","0",",W","1",",W","0",",W","4","","","","","","-3.8",",W,09,","","","","","2.3",",,W,07,","21.1",",W,24,","515.0","W","295.4",",W","3.3",",,,W","","","8.80",",W","15.72",",,,W","1.89",",,,W","","","280",",W","290","1,W","11.2",",W","13.9","1,W"
"USW00023293","2014-01","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","1.2",",W","0.0","W","0.0",",W","3",",W","1",",W","0",",W","","","","","0",",W","0",",W","0",",W","7",",W","0",",W","3","","","","","","1.7",",W,05,+","","","","","2.5",",,W,30,","24.4",",W,14,","709.0","W","194.0",",W","3.1",",,,W","","","12.07",",W","18.86",",,,W","5.29",",,,W","","","300",",W","360","1,W","8.9",",W","10.7","1,W"
"USW00023293","2014-02","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","2.9",",W","0.0","W","0.0",",W","13",",W","4",",W","0",",W","","","","","0",",W","0",",W","0",",W","3",",W","0",",W","5","","","","","","2.2",",W,05,+","","","","","24.6",",,W,28,","22.8",",W,24,","876.2","W","167.2",",W","67.5",",,,W","","","12.36",",W","17.02",",,,W","7.70",",,,W","","","110",",W","100",",W","13.0",",W","17.9",",W"
"USW00023293","2014-03","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.0",",W","2.2","W","2.2",",W","10",",W","4",",W","0",",W","","","","","0",",W","0",",W","0",",W","16",",W","0",",W","7","","","","","","6.1",",W,31,","","","","","10.7",",,W,31,","27.2",",W,09,","976.5","W","100.3",",W","34.3",",,,W","","","15.17",",W","21.15",",,,W","9.19",",,,W","","","120",",W","30",",W","13.0",",W","17.0",",W"
"USW00023293","2014-04","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.0",",W","14.8","W","12.6",",W","4",",W","2",",W","0",",W","","","","","0",",W","0",",W","0",",W","18",",W","1",",W","1","","","","","","6.1",",W,03,+","","","","","7.4",",,W,01,","33.9",",W,30,","1052.5","W","76.0",",W","16.4",",,,W","","","16.22",",W","22.31",",,,W","10.12",",,,W","","","300",",W","180",",W","10.7",",W","14.3",",W"
"USW00023293","2014-05","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.5",",W","48.3","W","33.5",",W","0",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","27",",W","3",",W","","","","","","","8.9",",W,11,+","","","","","0.0",",T,W,08,","35.0",",W,13,","1083.3","W","30.8",",W","0.0",",T,,W","","","18.42",",W","24.98",",,,W","11.86",",,,W","","","300",",W","270",",W","13.0",",W","17.4",",W"
"USW00023293","2014-06","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.3",",W","94.0","W","45.7",",W","1",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","30",",W","2",",W","","","","","","","10.6",",W,02,","","","","","0.3",",,W,26,","33.3",",W,30,+","1088.8","W","5.5",",W","0.3",",,,W","","","19.67",",W","26.30",",,,W","13.05",",,,W","","","310",",W","300",",W","10.3",",W","12.5",",W"
"USW00023293","2014-07","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.1",",W","186.0","W","92.0",",W","0",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","1",",W","","","","","","","13.3",",W,03,","","","","","0.0",",T,W,22,+","34.4",",W,25,","0.0","W","0.0",",W","0.0",",T,,W","","","21.30",",W","27.21",",,,W","15.40",",,,W","","","310",",W","330",",W","9.8",",W","11.6",",W"
"USW00023293","2014-08","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.0",",W","263.8","W","77.8",",W","0",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","0",",W","1","","","","","","13.3",",W,26,","","","","","0.0",",T,W,06,","30.0",",W,30,","0.0","W","0.0",",W","0.0",",T,,W","","","20.84",",W","26.43",",,,W","15.25",",,,W","","","310",",W","80",",W","9.4",",W","11.6",",W"
"USW00023293","2014-09","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","2.7",",W","321.8","W","58.0",",W","1",",W","1",",W","0",",W","","","","","0",",W","0",",W","0",",W","30",",W","0",",W","9","","","","","","12.2",",W,30,+","","","","","9.1",",,W,25,","31.7",",W,11,","1.5","W","1.5",",W","9.1",",,,W","","","20.22",",W","25.64",",,,W","14.79",",,,W","","","300",",W","170",",W","10.3",",W","11.6",",W"
"USW00023293","2014-10","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","2.2",",W","361.5","W","39.7",",W","2",",W","2",",W","0",",W","","","","","0",",W","0",",W","0",",W","28",",W","4",",W","4","","1","","","","7.8",",W,27,","","","","","13.0",",,W,31,","33.3",",W,04,","29.4","W","27.9",",W","15.8",",,,W","","","18.71",",W","25.40",",,,W","12.03",",,,W","","","290",",W","160",",W","10.7",",W","15.7",",W"
"USW00023293","2014-11","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","1.8",",W","361.5","W","0.0",",W","6",",W","4",",W","0",",W","","","","","0",",W","0",",W","0",",W","6",",W","0",",W","11","","2","","","","3.3",",W,24,","","","","","18.0",",,W,29,","25.0",",W,05,","163.7","W","134.3",",W","39.9",",,,W","","","13.86",",W","19.46",",,,W","8.25",",,,W","","","130",",W","130","1,W","9.4",",W","12.5","1,W"
"USW00023293","2014-12","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","2.7",",W","361.5","W","0.0",",W","15",",W","8",",W","3",",W","","","","","0",",W","0",",W","0",",W","1",",W","0",",W","20","","5","","","","0.6",",W,27,","","","","","82.0",",,W,11,","21.7",",W,08,","346.5","W","182.8",",W","196.6",",,,W","","","12.44",",W","16.08",",,,W","8.80",",,,W","","","110",",W","100",",W","14.3",",W","19.7",",W"
"USW00023293","2015-01","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","1.2",",W","0.0","W","0.0",",W","1",",W","0",",W","0",",W","","","","","0",",W","3",",W","0",",W","3",",W","0",",W","12","","3","","","","-1.0",",W,01,","","","","","0.3",",,W,19,","22.2",",W,24,","580.0","W","233.5",",W","0.3",",,,W","","","10.80",",W","16.83",",,,W","4.78",",,,W","","","160",",W","160","1,W","10.7",",W","15.7","1,W"
"USW00023293","2015-02","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","2.3",",W","0.0","W","0.0",",W","5",",W","2",",W","1",",W","","","","","0",",W","0",",W","0",",W","9",",W","0",",W","10","","","","","","1.7",",W,24,","","","","","32.0",",,W,06,","25.0",",W,13,","696.5","W","116.5",",W","44.2",",,,W","","","14.17",",W","19.86",",,,W","8.49",",,,W","","","100",",W","110",",W","13.9",",W","18.3",",W"
"USW00023293","2015-03","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","2.3",",W","7.2","W","7.2",",W","3",",W","1",",W","0",",W","","","","","0",",W","0",",W","0",",W","23",",W","0",",W","4","","","","","","3.9",",W,03,+","","","","","2.5",",,W,11,","31.7",",W,14,","777.0","W","80.5",",W","4.8",",,,W","","","15.97",",W","22.62",",,,W","9.32",",,,W","","","310",",W","320","3,W","10.3",",W","13.4","3,W"
"USW00023293","2015-04","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.2",",W","11.1","W","3.9",",W","2",",W","2",",W","0",",W","","","","","0",",W","0",",W","0",",W","18",",W","0",",W","1","","","","","","5.0",",W,06,+","","","","","14.0",",,W,07,","31.1",",W,30,","871.5","W","94.5",",W","22.4",",,,W","","","15.31",",W","21.47",",,,W","9.16",",,,W","","","310",",W","310",",W","10.7",",W","16.1",",W"
"USW00023293","2015-05","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.3",",W","14.2","W","3.1",",W","2",",W","1",",W","0",",W","","","","","0",",W","0",",W","0",",W","9",",W","0",",W","1","","","","","","7.8",",W,12,","","","","","11.9",",,W,14,","28.9",",W,01,","948.9","W","77.4",",W","12.7",",,,W","","","15.93",",W","20.34",",,,W","11.53",",,,W","","","320",",W","320",",W","10.7",",W","13.4",",W"
"USW00023293","2015-06","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.0",",W","68.0","W","53.8",",W","1",",W","1",",W","0",",W","","","","","0",",W","0",",W","0",",W","29",",W","2",",W","2","","","","","","11.1",",W,19,","","","","","2.5",",,W,10,","33.3",",W,30,","955.8","W","6.9",",W","2.5",",,,W","","","19.90",",W","26.10",",,,W","13.69",",,,W","","","300",",W","90","1,W","8.9",",W","13.9","1,W"
"USW00023293","2015-07","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.4",",W","156.1","W","88.1",",W","0",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","1",",W","2","","","","","","12.8",",W,24,","","","","","0.0",",T,W,31,+","34.4",",W,28,","0.0","W","0.0",",W","0.0",",T,,W","","","21.17",",W","26.52",",,,W","15.83",",,,W","","","320",",W","290",",W","10.7",",W","14.8",",W"
"USW00023293","2015-08","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.2",",W","263.5","W","107.4",",W","1",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","5",",W","5","","","","","","13.9",",W,12,+","","","","","0.5",",,W,06,","36.1",",W,16,","0.0","W","0.0",",W","0.5",",,,W","","","21.80",",W","27.60",",,,W","15.99",",,,W","","","310",",W","310",",W","11.2",",W","13.4",",W"
"USW00023293","2015-09","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","2.6",",W","353.3","W","89.8",",W","1",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","29",",W","6",",W","","","","","","","11.1",",W,16,+","","","","","0.3",",,W,30,","36.1",",W,21,","3.0","W","3.0",",W","0.3",",,,W","","","21.22",",W","27.99",",,,W","14.46",",,,W","","","270",",W","310","1,W","10.7",",W","12.5","1,W"
"USW00023293","2015-10","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","2.2",",W","403.2","W","49.9",",W","3",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","30",",W","1",",W","6","","1","","","","9.4",",W,30,","","","","","0.8",",,W,01,","33.9",",W,13,","6.5","W","3.5",",W","1.4",",,,W","","","19.83",",W","26.15",",,,W","13.50",",,,W","","","320",",W","270","1,W","9.8",",W","13.0","1,W"
"USW00023293","2015-11","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","2.1",",W","403.2","W","0.0",",W","7",",W","4",",W","1",",W","","","","","0",",W","2",",W","0",",W","4",",W","0",",W","8","","1","","1","","-0.5",",W,28,","","","","","28.7",",,W,02,","22.8",",W,01,","209.6","W","203.1",",W","61.5",",,,W","","","11.56",",W","17.18",",,,W","5.95",",,,W","","","280",",W","30",",W","13.9",",W","17.4",",W"
"USW00023293","2015-12","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","2.6",",W","403.2","W","0.0",",W","10",",W","10",",W","0",",W","","","","","0",",W","2",",W","0",",W","2",",W","0",",W","14","","","","1","","-1.0",",W,27,","","","","","12.4",",,W,21,","21.7",",W,09,","469.2","W","259.6",",W","56.6",",,,W","","","9.96",",W","14.66",",,,W","5.25",",,,W","","","290",",W","290",",W","12.5",",W","17.9",",W"
"USW00023293","2016-01","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","2.8",",W","0.0","W","0.0",",W","18",",W","9",",W","0",",W","","","","","0",",W","0",",W","0",",W","0",",W","0",",W","16","","","","","","0.6",",W,01,","","","","","24.6",",,W,05,","20.0",",W,29,+","660.6","W","191.4",",W","104.0",",,,W","","","12.16",",W","15.91",",,,W","8.41",",,,W","","","270",",W","270",",W","13.0",",W","16.1",",W"
"USW00023293","2016-02","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","2.3",",W","0.0","W","0.0",",W","3",",W","2",",W","0",",W","","","","","0",",W","0",",W","0",",W","14",",W","0",",W","4","","1","","","","3.3",",W,03,+","","","","","3.8",",,W,17,","26.7",",W,16,","782.0","W","121.4",",W","7.9",",,,W","","","14.15",",W","20.54",",,,W","7.76",",,,W","","","170",",W","190",",W","13.4",",W","18.8",",W"
"USW00023293","2016-03","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.3",",W","0.0","W","0.0",",W","14",",W","7",",W","1",",W","","","","","0",",W","0",",W","0",",W","11",",W","0",",W","13","","","","","","5.0",",W,29,+","","","","","30.5",",,W,05,","25.0",",W,17,+","900.1","W","118.1",",W","100.6",",,,W","","","14.52",",W","19.50",",,,W","9.55",",,,W","","","100",",W","330",",W","14.8",",W","18.8",",W"
"USW00023293","2016-04","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.4",",W","15.1","W","15.1",",W","6",",W","4",",W","0",",W","","","","","0",",W","0",",W","0",",W","16",",W","1",",W","7","","","","","","7.2",",W,26,+","","","","","10.7",",,W,22,","32.8",",W,18,","965.4","W","65.3",",W","38.9",",,,W","","","16.66",",W","22.38",",,,W","10.94",",,,W","","","310",",W","300",",W","11.6",",W","14.8",",W"
"USW00023293","2016-05","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.4",",W","42.6","W","27.5",",W","3",",W","2",",W","0",",W","","","","","0",",W","0",",W","0",",W","26",",W","0",",W","3","","","","","","8.9",",W,22,","","","","","4.3",",,W,06,","31.7",",W,31,+","999.3","W","33.9",",W","8.2",",,,W","","","18.13",",W","23.75",",,,W","12.51",",,,W","","","310",",W","310",",W","11.2",",W","13.4",",W"
"USW00023293","2016-06","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.5",",W","120.7","W","78.1",",W","0",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","30",",W","3",",W","","","","","","","10.6",",W,15,","","","","","0.0",",,W,30,+","35.0",",W,03,","1003.8","W","4.5",",W","0.0",",,,W","","","20.79",",W","27.48",",,,W","14.09",",,,W","","","320",",W","340",",W","10.7",",W","13.9",",W"
"USW00023293","2016-07","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.5",",W","201.4","W","80.7",",W","0",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","2",",W","","","","","","","12.8",",W,15,+","","","","","0.0",",,W,31,+","34.4",",W,26,","0.0","W","0.0",",W","0.0",",,,W","","","20.94",",W","27.59",",,,W","14.28",",,,W","","","320",",W","310",",W","9.8",",W","12.5",",W"
"USW00023293","2016-08","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.2",",W","275.5","W","74.1",",W","0",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","0",",W","1","","","","","","12.8",",W,07,","","","","","0.0",",T,W,10,","31.1",",W,13,","0.0","W","0.0",",W","0.0",",T,,W","","","20.72",",W","26.51",",,,W","14.94",",,,W","","","320",",W","120","1,W","9.4",",W","12.5","1,W"
"USW00023293","2016-09","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.0",",W","352.9","W","77.4",",W","0",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","30",",W","6",",W","1","","","","","","11.1",",W,23,","","","","","0.0",",T,W,16,","36.7",",W,26,","1.4","W","1.4",",W","0.0",",T,,W","","","20.87",",W","27.52",",,,W","14.21",",,,W","","","320",",W","300",",W","10.3",",W","13.0",",W"
"USW00023293","2016-10","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","3.0",",W","370.8","W","17.9",",W","6",",W","4",",W","0",",W","","","","","0",",W","0",",W","0",",W","26",",W","0",",W","6","","","","","","10.0",",W,06,+","","","","","16.3",",,W,28,","31.7",",W,08,","23.1","W","21.7",",W","39.7",",,,W","","","18.21",",W","23.61",",,,W","12.81",",,,W","","","180",",W","180",",W","11.6",",W","15.2",",W"
"USW00023293","2016-11","37.3591","-121.924","15.5","SAN JOSE INTERNATIONAL AIRPORT, CA US","2.4",",W","374.2","W","3.4",",W","8",",W","3",",W","0",",W","","","","","0",",W","0",",W","0",",W","14",",W","0",",W","12","","2","","","","3.9",",W,30,","","","","","13.0",",,W,26,","26.1",",W,09,","128.5","W","105.4",",W","33.3",",,,W","","","14.93",",W","20.14",",,,W","9.72",",,,W","","","100",",W","160",",W","12.5",",W","16.1",",W"
